contrato,estatus,mes,modalidad,origen_de_recursos,tipo_infraestructura,descripcion_obra,ubicacion,zona,presupuesto,ejercido_url,contratista,contratista_rfc
OPG-R33-EQP-AD-C12-174/14,En proceso de Firmas,Diciembre,ASIGNACION DIRECTA,APORTACION FEDERAL RAMO 33,Obras Varias Equipamiento,"MEJORAMIENTO DE VIVIENDA EN LA COL. LOMAS DEL PARAISO 3ra, 4ta Y 5ta SECCIÓN (2da ETAPA), TRABAJOS CONSISTENTES EN LA CONSTRUCCIÓN DE CUARTOS PARA BAÑO, CUARTOS  DORMITORIO, CUARTOS  PARA COCINA, PISOS FIRME, TECHOS  FIRME, MUROS FIRME Y MANTENIMIENTO DE","COMPRENDIDO EN EL POLÍGONO DE MARIANO OLIVARES, MANUEL I. SOLÍS, JESÚS AMAVISCA, JOSÉ MA. LANZAGORTA, FRANCISCO ESTRADA, LOMAS VALLARTA Y LÍMITE DE BARRANCA, EN LA COL. LOMAS DEL PARAISO 3ra,4ta Y 5ta SECC. DE LA ZONA 3 HUENTITAN.",Zona 3: Huentitán,1136894.96,obraDetalle.php?id_obra=14EQPZ3174,"Coblosam, S.A. de C.V.",COB051026KV6
OPG-R33-PAV-AD-C12-175/14,En proceso de Firmas,Diciembre,ASIGNACION DIRECTA,APORTACION FEDERAL RAMO 33,Alcantarillado y Pavimentación,"PAVIMENTO CON CONCRETO HIDRÁULICO, INCLUYE SUSTITUCIÓN DE RED HIDROSANITARIA, CAMBIO DE TOMAS Y DESCARGAS DOMICILIARIAS, SUSTITUCIÓN DE BANQUETA Y BALIZAMIENTO. CONSTRUCCION DE BANQUETAS.","LUIS AGUIRRE ENTRE EGIPTO Y JOSE MARIA MARTINEZ, EN LA COL. HELIODORO HERNANDEZ LOZA 1a SECCION DE LA ZONA 4 OBLATOS. BETHSUR ENTRE SIRIA Y SIDON, EN LA COL. VILLAS DE GUADALUPE DE LA ZONA 4 OBLATOS.",Zona 4: Oblatos,2567593.46,obraDetalle.php?id_obra=14PAVZ4175,Constructora Cova y Asociados S de R L de C.V.,CCA100825SK7
OPG-R33-PAV-AD-C12-176/14,En proceso de Firmas,Diciembre,ASIGNACION DIRECTA,APORTACION FEDERAL RAMO 33,Obras Varias Construcción,"PAVIMENTO CON CONCRETO HIDRÁULICO, INCLUYE SUSTITUCIÓN DE RED HIDROSANITARIA, CAMBIO DE TOMAS Y DESCARGAS DOMICILIARIAS, SUSTITUCIÓN DE BANQUETA Y BALIZAMIENTO.","LUIS AGUIRRE ENTRE JOSE MARIA MARTINEZ Y MIGUEL NORIEGA, EN LA COL. HELIODORO HERNANDEZ LOZA 1a SECCION DE LA ZONA 4 OBLATOS.",Zona 4: Oblatos,2473764.23,obraDetalle.php?id_obra=14PAVZ4176,"Grupo V Y CG, S.A. de C.V.",GVC1101316W5
OPG-OD-EYP-AD-C12-177/14,En proceso de Firmas,Diciembre,ASIGNACION DIRECTA,CONSEJO METROPOLITANO,Estudios y Proyectos ( Proyecto ),PROYECTO ARQUITECTÓNICO EJECUTIVO DE LA REHABILITACIÓN E IMAGEN URBANA EN EL CAMELLÓN Y BANQUETAS DE AV. MÉXICO,"AV. MÉXICO ENTRE AV. JUAN PALOMAR Y ARIAS HASTA AV. LÓPEZ MATEOS, EN LA ZONA 2 MINERVA",Zona 8: Varias Zonas,938024.94,obraDetalle.php?id_obra=14EYPZ2177,Diseño y Planeación S.C.,DPS930910UK8
OPG-OD-EYP-AD-C12-178/14,En proceso de Firmas,Diciembre,ASIGNACION DIRECTA,CONSEJO METROPOLITANO,Estudios y Proyectos ( Proyecto ),"A) ELABORACIÓN DE ESTUDIO DE INGENIERÍA VIAL. B) PROYECTO EJECUTIVO PARA EL ""CORREDOR AV. MÉXICO"" DE 1.2 KM. CON 3 EJES DE PROYECTO Y TRAZOS CORRESPONDIENTES.","A) AV. MÉXICO ENTRE AV. DE LOS PINOS HASTA AV. CHAPULTEPEC, EN LA ZONA 1 CENTRO Y ZONA 2 MINERVA. B) AV. MÉXICO ENTRE AV. JUAN PALOMAR Y ARIAS HASTA AV. LÓPEZ MATEOS, EN LA ZONA 2 MINERVA",Zona 8: Varias Zonas,941104.6,obraDetalle.php?id_obra=14EYPZ2178,Proyectos de Infraestructura Vial S.C.,PIV940830H45
OPG-OD-EQP-AD-C12-179/14,En proceso de Firmas,Diciembre,ASIGNACION DIRECTA,MUNICIPAL,Obras Varias Construcción,"INSTALACIONES ESPECIALES PARA EL MERCADO ""PEDRO OGAZON"", TRABAJOS CONSISTENTES EN OBRA ELÉCTRICA DE BAJA Y MEDIA TENSIÓN, SISTEMA CONTRA INCENDIOS Y RED DE GAS.","COMPRENDIDO EN EL POLIGONO DE ANADE, ANDADOR PERDIZ, FRESNO Y ANDADOR TORTOLA, EN LA COL. MORELOS (TEPOPOTE) DE LA ZONA 7 CRUZ DEL SUR.",Zona 7: Cruz del Sur,2580617.54,obraDetalle.php?id_obra=14EQPZ7179,"Govarmex Construcciones, S.A. de C.V..",PVO030304CH6
OPG-R33-PAV-AD-C06-044/14,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,APORTACION FEDERAL RAMO 33,Alcantarillado y Pavimentación,"PAVIMENTO CON CONCRETO HIDRÁULICO, INCLUYE SUSTITUCIÓN DE RED SANITARIA Y BALIZAMIENTO","HACIENDA CIENEGA DE MATA ENTRE HACIENDA JARDIN Y HACIENDA LENCERO, EN LA COL. TETLAN RIO VERDE EN LA ZONA 6 TETLAN",Zona 6: Tetlán,891677.87,obraDetalle.php?id_obra=14PAVZ6044,"Flota Constructora, S.A. de C.V.",FCO840430S11
OPG-HABITAT-EQP-AD-C09-114/14,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,TRIPARTITA,Obras Varias Equipamiento,"140391ME001  ADECUACIÓN DE LA IMAGEN INSTITUCIONAL DEL CENTRO DE EDUCACIÓN  POPULAR Y CAPACITACIÓN PARA LA VIDA Y EL TRABAJO ""ARBOLEDAS SUR""","AV. DE LOS AHUEHUETES No.13-A ENTRE CIDRO Y LAUREL DE LA INDIA, EN LA COL. ARBOLEDAS DEL SUR DE LA ZONA 7 CRUZ DEL SUR",Zona 4: Oblatos,124953.0,obraDetalle.php?id_obra=14EQPZ7114,Grupo Constructor Xolot S.A. de C.V.,GCX0508239ZA
OPG-HABITAT-EQP-AD-C09-115/14,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,TRIPARTITA,Obras Varias Equipamiento,140391ME004  ADECUACIÓN DE LA IMAGEN INSTITUCIONAL DEL CENTRO DE DESARROLLO COMUNITARIO HELIODORO HERNÁNDEZ LOZA,"MARÍA GUADALUPE MARTÍNEZ DE HERNÁNDEZ LOZA No.3065 ENTRE BAUDELIO VELA Y HACIENDA SANTIAGO, EN LA COL. SAN JOSÉ RIO VERDE DE LA ZONA 4 OBLATOS",Zona 4: Oblatos,434304.0,obraDetalle.php?id_obra=14EQPZ4115,Grupo Constructor Perseverancia S.A. de C.V.,GCP01042784A
OPG-HABITAT-EQP-AD-C09-116/14,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,TRIPARTITA,Obras Varias Equipamiento,"140391ME005  ADECUACIÓN DE LA IMAGEN INSTITUCIONAL DEL CENTRO DE DESARROLLO COMUNITARIO ""BETHEL""","CAPERNAHUM No.2788 ENTRE BETHELEM Y BETHSUR, EN LA COL. BETHEL DE LA ZONA 4 OBLATOS",Zona 4: Oblatos,174920.0,obraDetalle.php?id_obra=14EQPZ4116,Grupo Constructor Xolot S.A. de C.V.,GCX0508239ZA
OPG-HABITAT-EQP-AD-C09-117/14,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,TRIPARTITA,Obras Varias Equipamiento,"140391ME006  ADECUACIÓN DE LA IMAGEN INSTITUCIONAL DEL CENTRO DE DESARROLLO COMUNITARIO ""TETLAN""","LUIS M. FREGOSO No.4472 ENTRE LUIS M. FREGOSO Y LEONOR PINTADO, EN LA COL. TETLAN DE LA ZONA 6 TETLAN",Zona 6: Tetlán,149999.0,obraDetalle.php?id_obra=14EQPZ6117,Grupo Constructor Xolot S.A. de C.V.,GCX0508239ZA
OPG-HABITAT-EQP-AD-C09-118/14,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,TRIPARTITA,Obras Varias Equipamiento,"140391ME007  ADECUACIÓN DE LA IMAGEN INSTITUCIONAL DEL CENTRO DE DESARROLLO COMUNITARIO ""BALCONES DE OBLATOS""","HACIENDA DE CEDROS No.1556 ENTRE RANCHO GRANDE Y HACIENDA ZENZONTLA, EN LA COL. LOMAS DE SAN EUGENIO DE LA ZONA 4 OBLATOS",Zona 4: Oblatos,90214.0,obraDetalle.php?id_obra=14EQPZ4118,Ing. Jose Luis Frausto Miranda,FAML740708T75
OPG-HABITAT-EQP-AD-C09-119/14,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,TRIPARTITA,Obras Varias Equipamiento,"140391ME008  ADECUACIÓN DE LA IMAGEN INSTITUCIONAL DEL CENTRO DE EDUCACIÓN POPULAR ""ARANDAS ""","HACIENDA DE TALA No.3299-A ENTRE HACIENDA LA AURORA Y ALBINO CORZO ANGEL, EN LA COL. ARANDAS (LOMAS DE OBLATOS), DE LA ZONA 4 OBLATOS.",Zona 4: Oblatos,200235.0,obraDetalle.php?id_obra=14EQPZ4119,Ing. Jose Luis Frausto Miranda,FAML740708T75
OPG-HABITAT-EQP-AD-C09-120/14,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,TRIPARTITA,Obras Varias Equipamiento,"140391ME009  ADECUACIÓN DE LA IMAGEN INSTITUCIONAL DEL CENTRO DE EDUCACIÓN POPULAR ""LOMAS DEL PARAÍSO""","RAMON GARCES No. 351 ENTRE VOLCÁN PELEE Y JUAN CARRASCO, EN LA COL. LOMAS DEL PARAISO III DE LA ZONA 3 HUENTITAN.",Zona 3: Huentitán,124971.0,obraDetalle.php?id_obra=14EQPZ3120,Ing. Jose Luis Frausto Miranda,FAML740708T75
OPG-HABITAT-EQP-AD-C09-121/14,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,TRIPARTITA,Obras Varias Equipamiento,140393ME004  ADECUACIÓN DE LA IMAGEN INSTITUCIONAL EX HACIENDA CULTURAL OBLATOS,"SAN PEDRO No.2919-A ENTRE AV. PLUTARCO ELÍAS CALLES Y AV. ARTESANOS, EN LA COL. SAN ISIDRO OBLATOS DE LA ZONA 4 OBLATOS",Zona 5: Olímpica,150006.0,obraDetalle.php?id_obra=14EQPZ4121,Sphaera Construcciones S.A. de C.V.,SCO010221L95
OPG-HABITAT-EQP-AD-C09-122/14,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,TRIPARTITA,Obras Varias Equipamiento,140393ME005  ADECUACIÓN DE LA IMAGEN INSTITUCIONAL DEL CENTRO DE DESARROLLO COMUNITARIO DEL DIF Nª4,"JUAN PABLO II ENTRE IGNACIO MACHAIN Y DAMIAN CARMONA, EN LA COL. SAN MARTIN DE LA ZONA 4 OBLATOS",Zona 5: Olímpica,149852.0,obraDetalle.php?id_obra=14EQPZ4122,Sphaera Construcciones S.A. de C.V.,SCO010221L95
OPG-OD-EYP-AD-C09-124/14,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,MUNICIPAL,Estudios y Proyectos ( Proyecto ),PROYECTO EJECUTIVO DE PAISAJE Y ÁREAS VERDES PARA EL PARQUE ALCALDE.,"COMPRENDIDO EN EL POLÍGONO DE JESÚS GARCÍA, MARIANO BÁRCENAS, AV. DE LOS MAESTROS Y SANTA MÓNICA, EN LA COL. ARTESANOS DE LA ZONA 1 CENTRO.",Zona 1: Centro,1249320.0,obraDetalle.php?id_obra=14EYPZ1124,Metro Arquitectura S.A. de C.V.,MAR970702FC6
OPG-OD-EQP-AD-C09-127/14,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,MUNICIPAL,Riesgos ( Contingencias ),CONSTRUCCION DE BAÑOS PUBLICOS.,"CALLE REFORMA Y ZARAGOZA, ZONA 1 CENTRO.",Zona 1: Centro,255890.77,obraDetalle.php?id_obra=14EQPZ1127,Ingenieria y Sistemas de Infraestructura S.A. de C.V.,ISI921126N34
OPG-CZM-EQP-LP-C09-153/14,En proceso de Firmas,Noviembre,LICITACION PUBLICA,CONSEJO METROPOLITANO,Consejo Zona Metropolitana,RENOVACIÓN URBANA EN EL BARRIO DE MEXICALTZINGO.,"COMPRENDIDO EN EL POLÍGONO ENTRE AV. DE LA PAZ, CALZ. INDEPENDENCIA, AV. NIÑOS HÉROES Y DONATO GUERRA, AV. FEDERALISMO, DE LA ZONA 1 CENTRO.",Zona 8: Varias Zonas,14628535.97,obraDetalle.php?id_obra=14EQPZ01153,Ingenieria y Construcciones Anrol. S.A. de C.V.,ICA091028E40
OPG-CEI-EQP-LP-C10-155/14,En proceso de Firmas,Noviembre,LICITACION PUBLICA,FEDERAL,Unidad Deportiva,REMODELACIÓN DE LA UNIDAD DEPORTIVA No.16 PROF. J. JESUS MORFIN.,"CANNAN No 3536 ENTRE NAZARETH Y PRESA SANALONA, EN LA COL. HERMOSA PROVINCIA DE LA ZONA 6 TETLAN",Zona 6: Tetlán,4500000.0,obraDetalle.php?id_obra=14EQP06155,Gabriel Plascencia López,PALG720709MX4
OPG-CEI-EQP-LP-C10-156/14,En proceso de Firmas,Noviembre,LICITACION PUBLICA,FEDERAL,Unidad Deportiva,REHABILITACIÓN DE LA UNIDAD DEPORTIVA No.42 CUAUHTEMOC,"IRAN No.921 ENTRE EMILIO RABAZA Y PUERTO MELAQUE, EN LA COL. CUAUHTEMOC DE LA ZONA 6 TETLAN",Zona 6: Tetlán,4500000.0,obraDetalle.php?id_obra=14EQP06156,Sphaera Construcciones S.A. de C.V.,SCO010221L95
OPG-CEI-EQP-LP-C10-157/14,En proceso de Firmas,Noviembre,LICITACION PUBLICA,FEDERAL,Unidad Deportiva,"REHABILITACIÓN DE LA UNIDAD DEPORTIVA No. 51  ""CECILIA CIGALA DE GARCÍA""","AV. CIRCUNVALACIÓN OBLATOS No.2351  Y HACIENDA OJO ZARCO, EN LA COL. CIRCUNVALCION OBLATOS DE LA ZONA 4 OBLATOS.",Zona 4: Oblatos,7000000.0,obraDetalle.php?id_obra=14EQP04157,"Obra Nueva, S.A. de C.V.",ONU0107096B4
OPG-OD-EYP-AD-C10-158/14,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,MUNICIPAL,Estudios y Proyectos ( Proyecto ),"PROYECTO ARQUITECTONICO DEFINITIVO, SUPERVISION DEL PROYECTO EJECUTIVO Y SUPERVICION ARQUITECTONICA EN LA EJECUCION DE LA OBRA PARA EL MERCADO CORONA","AV. HIDALGO ESQ. ZARAGOZA, EN EL CENTRO HISTORICO DE LA CIUDAD DE LA ZONA 1 CENTRO",Zona 1: Centro,8352000.0,obraDetalle.php?id_obra=14EYPZ1158,Fernández Arquitectos S.C.,FAR980601GM3
OPG-OD-EQP-AD-C05-037/14,En proceso de Firmas,Octubre,ASIGNACION DIRECTA,MUNICIPAL,Obras Varias Equipamiento,"REHABILITACIÓN DE LA PLAZA GUADALAJARA, TRABAJOS CONSISTENTES EN LA IMPERMEABILIZACIÓN, REHABILITACION DE LA ADMINISTRACIÓN, ADAPTACIÓN DE LOCALES, AREAS COMUNES, CUARTO DE MAQUINAS, DRENAJE, AIRE ACONDICIONADO Y RESTAURACION INTEGRAL DE LA FUENTE.","AV. HIDALGO Y AV. ALCALDE, EN EL CENTRO HISTORICO DE LA CIUDAD DE LA ZONA 1 CENTRO",Zona 1: Centro,2699449.68,obraDetalle.php?id_obra=14EQPZ1037,Divicon S.A. de C.V.,DIV010905510
OPG-OD-EYP-AD-C09-125/14,En proceso de Firmas,Octubre,ASIGNACION DIRECTA,MUNICIPAL,Estudios y Proyectos ( Proyecto ),"DISEÑO CONCEPTUAL, ANTEPROYECTO, PROYECTO ARQUITECTÓNICO Y PROYECTO EJECUTIVO PARA LA REHABILITACIÓN DEL PARQUE ALCALDE.","COMPRENDIDO EN EL POLÍGONO DE JESÚS GARCÍA, MARIANO BÁRCENAS, AV. DE LOS MAESTROS Y SANTA MÓNICA, EN LA COL. ARTESANOS DE LA ZONA 1 CENTRO.",Zona 1: Centro,1836280.0,obraDetalle.php?id_obra=14EYPZ1125,Agraz Arquitectos S.C.,AAR990215M66
OPG-OD-EYP-AD-C09-126/14,En proceso de Firmas,Octubre,ASIGNACION DIRECTA,MUNICIPAL,Estudios y Proyectos ( Proyecto ),PROYECTO EJECUTIVO PARA LA REHABILITACION INTEGRAL DE LA UNIDAD DEPORTIVA No.70 18 DE MARZO,"SEBASTIAN ALLENDE ENTRE GOMEZ DE MENDIOLA Y JOSEFA ORTIZ DE DOMINGUEZ, EN LA COL. ANTIGUA PENAL DE OBLATOS DE LA ZONA 5 OLIMPICA",Zona 5: Olímpica,555160.92,obraDetalle.php?id_obra=14EYPZ5126,Orbi Proyectos y Construcciones S.A. de C.V.,OPC030925224
OPG-OD-CON-AD-C09-128/14,En proceso de Firmas,Octubre,ASIGNACION DIRECTA,MUNICIPAL,Riesgos ( Contingencias ),A) APUNTALAMIENTO (REFORZADO) DE TRABES PARA EVENTO DEL 06/JUN AL  09/JUN DE 2014 B) APUNTALAMIENTO (LIGERO) DE TRABES PARA EVENTO DEL 11/JUN AL  24/JUN DE 2014 C) APUNTALAMIENTO (REFORZADO) DE TRABES PARA EVENTO DEL 20/JUN AL  23/JUN DE 2014 D) APUNTALAM,"EN EL ESTACIONAMIENTO DE LA PLAZA LIBERACIÓN PRIMER CUADRO DEL CENTRO HISTÓRICO DE LA CIUDAD, DE LA ZONA 1 CENTRO. EN LA EXPLANADA DEL HOSPICIO CABAÑAS PRIMER CUADRO DEL CENTRO HISTÓRICO DE LA CIUDAD, DE LA ZONA 1 CENTRO.",Zona 1: Centro,1640144.88,obraDetalle.php?id_obra=14CONZ1128,Constructora TGV S.A. de C.V.,CTG070803966
OPG-HABITAT-EQP-CI-C09-130/14,En proceso de Firmas,Octubre,"CONCURSO INVITACION                    



Invitaciones",TRIPARTITA,Alumbrado Público,140393ME003  PROYECTO INTEGRAL DE ALUMBRADO PUBLICO EN RÍO VERDE OBLATOS,"COMPRENDIDO EN EL POLIGONO DE CALZ. JUAN PABLO II, JOAQUIN AMARO, HACIENDA LA CALERA Y HACIENDA LA COLMENA, EN LA COL. RIO VERDE OBLATOS DE LA ZONA 4 OBLATOS.",Zona 4: Oblatos,3186768.39,obraDetalle.php?id_obra=14EQP04130,"Montañez Construcciones, S.A. de C.V.",MCO0306162K3
OPG-HABITAT-EQP-CI-C09-131/14,En proceso de Firmas,Octubre,"CONCURSO INVITACION                    



Invitaciones",TRIPARTITA,Habitat,"140393ME006  ANDADORES SEGUROS RÍO VERDE OBLATOS, INTERVINIENDOSE EL ANDADOR DE BATALLA DE IZUCAR, ANDADOR HACIENDA TAHUEJO Y ANDADOR BATALLA DE CHILAPA.","HACIENDA TAHUEJO ENTRE CALZ. JUAN PABLO II Y HACIENDA LA CALERA, EN LA COL. RIO VERDE OBLATOS DE LA ZONA 4 OBLATOS",Zona 4: Oblatos,3624646.71,obraDetalle.php?id_obra=14EQP04131,"Siu Soluciones, S.A. de C.V.",SSO130705IP7
OPG-HABITAT-EQP-CI-C09-132/14,En proceso de Firmas,Octubre,"CONCURSO INVITACION                    



Invitaciones",TRIPARTITA,Habitat,"140393ME008  ANDADORES SEGUROS RÍO VERDE OBLATOS II, INTERVINIENDOSE EL ANDADOR DE BATALLA DE CUAHUTLA, ANDADOR BATALLA DE HUAJUAPAN Y HACIENDA SANTA INES (ANDADOR JARDIN).","HACIENDA TAHUEJO ENTRE CALZ. JUAN PABLO II Y HACIENDA LA CALERA, EN LA COL. RIO VERDE OBLATOS DE LA ZONA 4 OBLATOS",Zona 4: Oblatos,1885264.41,obraDetalle.php?id_obra=14EQP04132,Acaspoluca Consultoria y Construccion S.A de C.V,ACC0202071Z6
OPG-HABITAT-EQP-CI-C09-133/14,En proceso de Firmas,Octubre,"CONCURSO INVITACION                    



Invitaciones",TRIPARTITA,Centros de Desarrollo Comunitario,140391ME002 AMPLIACION DEL CENTRO DE DESARROLLO COMUNITARIO No.17 DIF,"CALLE 10 No.1963 ENTRE CALLE 7 Y CALLE 9, EN LA COL. FERROCARRIL DE LA ZONA 7 CRUZ DEL SUR",Zona 7: Cruz del Sur,2235955.31,obraDetalle.php?id_obra=14EQP07133,Obras y Diseños Tonallan S.A. de C.V.,ODT100209EK1
