contrato,estatus,mes,modalidad,origen_de_recursos,tipo_infraestructura,descripcion_obra,ubicacion,zona,presupuesto,ejercido_url,contratista,contratista_rfc
OPG-CZM-PAV-LP-C15-221/10,En proceso de Firmas,Noviembre,LICITACION PUBLICA,CONSEJO METROPOLITANO,Pavimentos,"OBRAS DE IMAGEN URBANA, PAVIMENTOS Y BALIZAMIENTO (2da SECCION)",EN VARIAS ZONAS DEL ORIENTE DEL MUNICIPIO DE GUADALAJARA,Zona 8: Varias Zonas,19366753.11,obraDetalle.php?id_obra=10CZMZV0221,Estudios Proyectos y Construcciones de Guadalajara S.A. de C.V.,EPC7107236R1
OPG-R33-PAV-LP-C15-223/10,En proceso de Firmas,Noviembre,LICITACION PUBLICA,APORTACION FEDERAL RAMO 33,Pavimentos,"PAVIMENTACION CON CONCRETO HIDRAULICO, SUSTITUCION DE RED HIDROSANITARIA, CAMBIO DE TOMAS Y DESCARGAS DOMICILIARIAS.","FERNANDO SOLIS ENTRE PABLO VALDEZ Y AV. MALECON, EN LA COL. LA CAMPESINA Y LOMAS DEL GALLO DE LA ZONA 6 TETLAN",Zona 6: Tetlán,11788327.0,obraDetalle.php?id_obra=10PAVZ60223,Edificaciones Arme S.A. de C.V.,EAR050512EK6
OPG-R33-PAV-LP-C15-224/10,En proceso de Firmas,Noviembre,LICITACION PUBLICA,APORTACION FEDERAL RAMO 33,Pavimentos,"PAVIMENTACION CON CONCRETO HIDRAULICO, SUSTITUCION DE RED HIDROSANITARIA, CAMBIO DE TOMAS Y DESCARGAS DOMICILIARIAS, ASI COMO LA REHABILITACION DE BANQUETAS","JOAQUIN MARTINEZ CHAVARRIA ENTRE 8 DE JULIO Y APOLONIO M. AVILES, EN LA COL. ECHEVERRIA DE LA ZONA 7 CRUZ DEL SUR; APOLONIO M. AVILES ENTRE PEDRO GARCIA CONDE, EN LA COL. ECHEVERRIA DE LA ZONA 7 CRUZ DEL SUR; RAFAEL LOZADA ENTRE JOAQUIN MARTINEZ CHAVARRIA",Zona 7: Cruz del Sur,7405695.32,obraDetalle.php?id_obra=10PAVZ70224,Madison Constructores S.A. de C.V.,MCO1005204Z5
OPG-OD-EQP-AD-C15-227/10,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,MUNICIPAL,Obras Varias Rehabilitación,"PINTURA ESMALTE EN LAMBRINES DE MUROS, EN EL CENTRO DE DESARROLLO SOCIAL ¨HELIODORO HERNANDEZ LOZA¨",MA. GUADALUPE MARTINEZ DE HERNANDEZ LOZA Y BAUDELIO VELA EN LA COL. HELIODORO HERNANDEZ LOZA DE LA ZONA 4 OBLATOS.,Zona 4: Oblatos,30326.98,obraDetalle.php?id_obra=10EQPZ4227,Ing. Veronica Bermudez Torres,BETV600515U89
OPG-OD-EQP-AD-C15-228/10,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,MUNICIPAL,Obras Varias Rehabilitación,"EQUIPAMIENTO URBANO PARA EL CENTRO SANTA CECILIA, TRABAJOS CONSISTENTES EN EL SUMINISTRO Y COLOCACION DE MOBILIARIO URBANO Y JUEGOS INFANTILES","COMPRENDIDA EN EL PERIMETRO DE RAMON SERRATOS, HACIENDA DE LA COLMENA, ALFONSO ESPARZA OTEO Y AGUSTIN LARA, EN LA COL. SANTA CECILIA 2da SECC. DE LA ZONA 4 OBLATOS",Zona 4: Oblatos,1989273.71,obraDetalle.php?id_obra=10EQPZ4228,Solorio y Becerra Construcciones S.A. de C.V.,SBC0812095A8
OPG-OD-EQP-AD-C15-229/10,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,MUNICIPAL,Obras Varias Rehabilitación,PARQUE RECREATIVO CON MODULO PARA NIÑOS Y PERSONAS DE LA TERCERA EDAD (A) CONSISTENTE EN EL EQUIPAMIENTO CON MOBILIARIO URBANO Y REHABILITACION,"SOR JUANA INES DE LA CRUZ Y CARLOS R. AREVALO, EN LA COL EL ZALATE DE LA ZONA 4 OBLATOS",Zona 6: Tetlán,400000.0,obraDetalle.php?id_obra=10EQPZ4229,Construcciones Gómez Hernández S.A. de C.V.,CGH051213LT7
OPG-OD-EQP-AD-C15-230/10,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,MUNICIPAL,Obras Varias Rehabilitación,PARQUE RECREATIVO CON MODULO PARA NIÑOS Y PERSONAS DE LA TERCERA EDAD (B) CONSISTENTE EN EL EQUIPAMIENTO CON MOBILIARIO URBANO Y REHABILITACION,"MONTE SAN ELIAS, EN LA COL. LOMAS DE INDEPENDENCIA DE LA ZONA 3 HUENTITAN",Zona 3: Huentitán,400000.0,obraDetalle.php?id_obra=10EQPZ3230,"Ingeniería y Electronica, S.A. de C.V.",IEL020530VE8
OPG-OD-EQP-AD-C15-231/10,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,MUNICIPAL,Obras Varias Rehabilitación,PARQUE RECREATIVO CON MODULO PARA NIÑOS Y PERSONAS DE LA TERCERA EDAD (C) CONSISTENTE EN EL EQUIPAMIENTO CON MOBILIARIO URBANO Y REHABILITACION,"REYNOSO GUZMAN Y CAMINO REAL, EN LA COL. VISTAS DEL NILO DE LA ZONA 6 TETLAN",Zona 6: Tetlán,600000.0,obraDetalle.php?id_obra=10EQPZ6231,Ing. José Luis Macias Plasencia,MAPL600809BS2
OPG-R33-EQP-AD-C16-232/10,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,APORTACION FEDERAL RAMO 33,Obras Varias Rehabilitación,"PUENTE PEATONAL EN LA U.H. TETLAN RIO VERDE, TRABAJOS CONSISTENTES EN HERRERIA Y LOSA DE ACERO","HACIENDA CIENEGA DE MATA Y JUAN PABLO II, EN LA U.H. TETLAN RIO VERDE DE LA ZONA 4 OBLATOS",Zona 4: Oblatos,116554.92,obraDetalle.php?id_obra=10EQPZ4232,Grupo Edificador Mayab S.A. de C.V.,GEM070112PX8
OPG-CZM-PAV-LP-C16-233/10,En proceso de Firmas,Noviembre,LICITACION PUBLICA,CONSEJO METROPOLITANO,Obras Varias Construcción,"CONSTRUCCION DE PARQUE LINEAL Y REHABILITACION DE CAMELLON, ESTACION DE INCORPORACION NODO VIAL 3: RAMAL DEL FERROCARRIL ( EINV3 )","CALZ. LAZARO CARDENAS ENTRE FUELLE Y SAN DIONISIO, EN EL MUNICIPIO DE GUADALAJARA",Zona 7: Cruz del Sur,3550637.22,obraDetalle.php?id_obra=10CZMZ70233,"Desarrolladora Fulham, S. de R.L. de C.V.",DFU090928JB5
OPG-CZM-PAV-LP-C16-234/10,En proceso de Firmas,Noviembre,LICITACION PUBLICA,CONSEJO METROPOLITANO,Obras Varias Construcción,"CONSTRUCCION DE PARQUE LINEAL Y REHABILITACION DE CAMELLON, ESTACION DE INCORPORACION PUENTE PEATONAL 6: CALLE CAPULIN, COMERCIAL DE ABASTOS ( EIPP6 )","CALZ. LAZARO CARDENAS ENTRE FUELLE Y SAN DIONISIO, EN EL MUNICIPIO DE GUADALAJARA",Zona 2: Minerva,5095684.45,obraDetalle.php?id_obra=10CZMZ20234,"Grupo Constructor de Pisos y Pavimentos GCP, S.A. de C.V.",GCP0711219X0
OPG-CZM-PAV-LP-C16-235/10,En proceso de Firmas,Noviembre,LICITACION PUBLICA,CONSEJO METROPOLITANO,Obras Varias Construcción,"CONSTRUCCION DE PARQUE LINEAL Y REHABILITACION DE CAMELLON, ESTACION DE INCORPORACION PUENTE PEATONAL 3: CALLE 13, CERVEZA SOL ( EIPP3 )","CALZ. LAZARO CARDENAS ENTRE FUELLE Y SAN DIONISIO, EN EL MUNICIPIO DE GUADALAJARA",Zona 2: Minerva,5468794.68,obraDetalle.php?id_obra=10CZMZ20235,Solorio y Becerra Construcciones S.A. de C.V.,SBC0812095A8
OPG-CZM-PAV-LP-C16-236/10,En proceso de Firmas,Noviembre,LICITACION PUBLICA,CONSEJO METROPOLITANO,Obras Varias Construcción,"CONSTRUCCION DE PARQUE LINEAL Y REHABILITACION DE CAMELLON, ESTACION DE INCORPORACION NODO VIAL 4: GOBERNADOR CURIEL ( EINV4 )","CALZ. LAZARO CARDENAS ENTRE FUELLE Y SAN DIONISIO, EN EL MUNICIPIO DE GUADALAJARA",Zona 2: Minerva,10884883.65,obraDetalle.php?id_obra=10CZMZ20236,Cinco Contemporanea S.A. de C.V.,CCO990211T64
OPG-CONADE-PAV-LP-C16-237/10,En proceso de Firmas,Noviembre,LICITACION PUBLICA,FEDERAL,Obras Varias Construcción,"CONSTRUCCION DE PARQUE LINEAL Y CICLOVIA, SENDERO PEATONAL - CICLOPISTA","CALZ. LAZARO CARDENAS ENTRE FUELLE Y SAN DIONISIO, EN EL MUNICIPIO DE GUADALAJARA",Zona 2: Minerva,20000000.0,obraDetalle.php?id_obra=10CZMZ20237,Arquitectura Cordinada S.A. de C.V.,ACO000313QS9
OPG-OD-IHS-AD-C17-238/10,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,MUNICIPAL,Alcantarillado y Pavimentación,TRABAJOS COMPLEMENTARIOAS A LA CUADRILLA DE EMERGENCIAS HIDRAULICAS PARA EL TEMPORAL DE LLUVIAS,DIFERENTES COLONIAS DEL MUNICIPIO DE GUADALAJARA,Zona 8: Varias Zonas,421368.07,obraDetalle.php?id_obra=10IHSZV238,Grande de México Constructora e Inmobiliaria S.A. de C.V.,GMC9109243T3
OPG-OD-CON-AD-C17-239/10,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,MUNICIPAL,Riesgos ( Contingencias ),"CONTINGENCIA SOBRE EL CANAL DE AV. NORMALISTAS, TRABAJOS CONSISTENTES, EN LA REHABILITACION DE MUROS DE CONTENCION (MAMPOSTERIAS), TRABAJOS VARIOS DE ALBAÑILERIA, SEÑALIZACION VIAL PREVENTIVA, CONSTRUCCION DE RAMPAS PARA MINUSVALIDOS","AV. DE LOS NORMALISTAS ENTRE AV. CIRCUNVALACION A FIDEL VELAZQUEZ;  INGRESO A UNIDAD DEPORTIVA (TUCSON); ESTEBAN BACA CALDERON Y AMADO AGUIRRE, EN LA ZONA 3 HUENTITAN; AV. DE LOS MAESTROS ESQ. PEDRO LOZA, EN LA ZONA 1 CENTRO",Zona 8: Varias Zonas,361828.57,obraDetalle.php?id_obra=10CONZ3239,Grande de México Constructora e Inmobiliaria S.A. de C.V.,GMC9109243T3
OPG-OD-EQP-AD-C17-240/10,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,FEDERAL,Obras Varias Rehabilitación,"OBRAS COMPLEMENTARIAS PARA LA RESTAURACION Y CONSOLIDACION DE ESCULTURAS PLAÑIDERAS DE MAUSOLEO EN EL PANTEON DE BELEN (2DA ETAPA).
OBRAS COMPLEMENTARIAS PARA EL MANTENIMIENTO MENOR DEL PABELLON DE GEOLOGIA DEL MUSEO DE PALEONTOLOGIA","BELEN No. 684, DE LA COL. BARRANQUITAS DE LA ZONA 1 CENTRO.
CALZ. GONZALEZ GALLO Y DR. R. MICHEL EN EL PARQUE AGUA AZUL EN LA COL. LA AURORA DE LA ZONA 1 CENTRO",Zona 1: Centro,378652.27,obraDetalle.php?id_obra=10EQPZ1240,Proyectos y Construcciones Argu S.A. de C.V.,PYC080108EC8
OPG-OD-PAV-AD-C17-241/10,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,MUNICIPAL,Obras Varias Rehabilitación,COLOCACION DE PISO FIRME EN AREAS DISPERSAS (PROGRAMA MEJORA TU CASA),DIFERENTES COLONIAS DEL MUNICIPIO DE GUADALAJARA,Zona 8: Varias Zonas,472890.0,obraDetalle.php?id_obra=10EQPZV241,Grupo Constructor Innoblack S.A. de C.V.,GCI070523CW4
OPG-CONACULTA-EQP-CI-C17-242/10,En proceso de Firmas,Noviembre,CONCURSO INVITACION,FEDERAL,Teatros,"REMODELACION Y EQUIPAMIENTO DEL FORO MULTIDISCIPLINARIO DEL TEATRO DE LA CIUDAD - LABORATORIO DE ARTES VARIEDADES - LARVA, (OBRA CIVIL)","AV. JUAREZ Y OCAMPO EN AL CENTRO HISTORICO, EN LA ZONA 1 CENTRO",Zona 1: Centro,1680893.64,obraDetalle.php?id_obra=10CULEQPZ1242,E.S. Grupo Constructor S.A. de C.V.,EGC030102TA7
OPG-CONACULTA-EQP-LP-C17-243/10,En proceso de Firmas,Noviembre,LICITACION PUBLICA,FEDERAL,Teatros,REMODELACION Y EQUIPAMIENTO DEL FORO MULTIDISCIPLINARIO DEL TEATRO DE LA CIUDAD - LABORATORIO DE ARTES VARIEDADES - LARVA ( INGENIERIA TEATRAL ),"AV. JUAREZ Y OCAMPO EN EL CENTRO HISTORICO, EN LA ZONA 1 CENTRO",Zona 1: Centro,7098203.18,obraDetalle.php?id_obra=10CULZ10243,Cursa Construcciones S.A. de C.V.,CCO990903G88
OPG-OD-EQP-AD-C18-245/10,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,MUNICIPAL,Estudios y Proyectos ( Proyecto ),ESTUDIO PARA EL DIAGNOSTICO DE IDENTIFICACION DE PUNTOS DE CRUCE CON UN ¨SISTEMA RODAR¨ EN EL VIADUCTO DE AV. ADOLFO LOPEZ MATEOS Y AV. VALLARTA EN SU CRUCE ORIENTE-PONIENTE,"GLORIETA MINERVA EN AV. VALLARTA Y AV. ADOLFO LOPEZ MATEOS, AN LA COL. ARCOS VALLARTA DE LA ZONA 2 MINERVA",Zona 2: Minerva,116000.0,obraDetalle.php?id_obra=10EQPZ2245,Urelift S.A. de C.V.,URE0307243W6
OPG-OD-EQP-AD-C18-246/10,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,MUNICIPAL,Obras Varias Construcción,"CONSTRUCCION DE CASA DE SALUD, TRABAJOS CONSISTENTES EN CONSULTORIO, SANITARIOS, SALA DE EASPERA E INGRESO (D)","EN UNIDAD DEPORTIVA COMPRENDIDA EN EL PERIMETRO DE ISLA RAZA, ISLA ANTIGUA, ISLA SALOMON E ISLA HEBRIDAS, EN LA COL. JARDINES DE LA CRUZ DE LA ZONA 7 CRUZ DEL SUR",Zona 7: Cruz del Sur,350000.0,obraDetalle.php?id_obra=10EQPZ7246,Constructora Civil y Electromecanica Nayarta S.A. de C.V.,CCE960704BC3
OPG-OD-EQP-AD-C18-247/10,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,MUNICIPAL,Obras Varias Construcción,CONSTRUCCION DE ESCALINATAS Y JARDINERIA DE INGRESO PRINCIPAL EN EL PARQUE AVILA CAMACHO,"PARQUE AVILA CAMACHIO EN AV. PATRIA Y AV. MANUEL AVILA CAMACHO, EN LA COL. JARDINES DEL COUNTRY EN LA ZONA 2 MINERVA",Zona 2: Minerva,650000.0,obraDetalle.php?id_obra=10EQPZ2247,Maquiobras S.A. de C.V.,MAQ980415GF0
OPG-OD-IHS-AD-C18-248/10,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,MUNICIPAL,Alcantarillado y Pavimentación,CONSTRUCCION DE LINEA HIDRAULICA Y LINEA SANITARIA EN LATERAL DE DR. R. MICHEL,"LATERAL SUR EN DR. R. MICHEL DE HEROES FERROCARRILEROS A MATIAS ROMERO, EN LA COL. SAN CARLOS EN LA ZONA 7 CRUZ DEL SUR",Zona 7: Cruz del Sur,365419.32,obraDetalle.php?id_obra=10IHSZ7248,Inmobiliaria Bochum S. de R.L. de C.V.,IBO090918ET9
OPG-OD-EQP-AD-C19-249/10,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,MUNICIPAL,Balizamiento,BALIZAMIENTO CON PINTURA TERMOPLASTICA Y PINTURA TRAFICO,"AV. FEDERALISMO ENTRE AV. MANUEL AVILA CAMACHO A WASHINGTON, EN LA ZONA 1 CENTRO; AV. MARIANO OTERO ENTRE LA GLORIETA NIÑOS HEROES Y LIMITE CON EL MUNICIPIO DE ZAPOPAN (AV. PLAZA DLE SOL), EN LA ZONA 2 MINERVA",Zona 8: Varias Zonas,980385.02,obraDetalle.php?id_obra=10EQPZ2249,Semex S.A. de C.V.,SEM680801193
OPG-OD-EQP-AD-C19-250/10,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,MUNICIPAL,Balizamiento,PASO PEATONAL SEMAFORIZADO A NIVEL,"CRUCE DE AV. PASEO DE LA ARBOLEDA Y DIAMANTE, EN LA COL. BOSQUES DE LA VICTORIA DE LA ZONA 2 MINERVA",Zona 2: Minerva,646850.8,obraDetalle.php?id_obra=10EQPZ2250,Semex S.A. de C.V.,SEM680801193
OPG-R33-EQP-AD-C19-251/10,En proceso de Firmas,Noviembre,ASIGNACION DIRECTA,APORTACION FEDERAL RAMO 33,Obras Varias Construcción,"CONSTRUCCION DE LINEA DE OBRA PLUVIAL, AMPLIACION DE BANQUETAS Y REHABILITACION DE PAVIMENTO","ANDADOR PRESA DE LAS PIEDRAS ENTRE CERRADA Y MANUEL DE GOROSTIZA, EN LA U.H. INFONAVIT JAVIER MINA DE LA ZONA 6 TETLAN",Zona 6: Tetlán,450000.0,obraDetalle.php?id_obra=10EQPZ6251,TCU. Luis Armando Aburto Hernández,AUHL69091941A
OPG-CZM-PAV-LP-C13-184/10,En proceso de Firmas,Octubre,LICITACION PUBLICA,CONSEJO METROPOLITANO,Obras Varias Construcción,"CONSTRUCCIÓN DE PASO A DESNIVEL CIRCUNVALACIÓN - ÁVILA CAMACHO, PRIMERA ETAPA, EN EL MUNICIPIO DE GUADALAJARA.","CIRCUNVALACION DIVISION DEL NORTE Y AV. MANUEL AVILA CAMACHO, EN LA COL. JARDINES DEL COUNTRY DE LA ZONA 2 MINERVA",Zona 2: Minerva,102650765.34,obraDetalle.php?id_obra=10CZMZ20184,Constructora Ral de Occidente S.A. de C.V.,CRO801217N42
OPG-CZM-PAV-LP-C13-185/10,En proceso de Firmas,Octubre,LICITACION PUBLICA,CONSEJO METROPOLITANO,Obras Varias Construcción,"CONSTRUCCIÓN DE PASO A DESNIVEL CIRCUNVALACIÓN - ÁVILA CAMACHO, SEGUNDA ETAPA, EN EL MUNICIPIO DE GUADALAJARA","CIRCUNVALACION DIVISION DEL NORTE Y AV. MANUEL AVILA CAMACHO, EN LA COL. JARDINES DEL COUNTRY DE LA ZONA 2 MINERVA",Zona 2: Minerva,102450831.75,obraDetalle.php?id_obra=10CZMZ20185,Grupo Bachaalani S.A. de C.V.,GBA001212181
OPG-R33-EQP-CI-C13-191/10,En proceso de Firmas,Octubre,CONCURSO INVITACION,APORTACION FEDERAL RAMO 33,Obras Varias Construcción,CONSTRUCCIÓN DE PUENTE PEATONAL EN 8 DE JULIO.,"8 DE JULIO Y AV. JESÚS REYES HEROLES, EN LA COL. POLANQUITO DE LA ZONA 7 CRUZ DEL SUR.",Zona 7: Cruz del Sur,4962063.71,obraDetalle.php?id_obra=10EQPZ7191,"Servicios Metropolitanos de Jalisco, S.A. de C.V.",SMJ090317FS9
OPG-R33-PAV-CI-C13-192/10,En proceso de Firmas,Octubre,CONCURSO INVITACION,APORTACION FEDERAL RAMO 33,Pavimentos,PAVIMENTACIÓN DE CONCRETO HIDRÁULICO.,MIGUEL OROZCO CAMACHO ENTRE AHUEHUETES Y EL No. 4809 EN LA COL. LÁZARO CÁRDENAS DE LA ZONA 7 CRUZ DEL SUR.,Zona 7: Cruz del Sur,4874952.36,obraDetalle.php?id_obra=10PAVZ7192,Metropolizadora de Servicios para la Construcción S.A. de C.V.,MSC090401AZ0
